fecha,hora,usuario
2020-03-06,19:19:12,user0121
2020-03-06,20:19:12,user0121
2020-03-06,21:19:12,user0121
2020-03-06,22:19:13,user0121
2020-03-07,00:24:42,user0095
2020-03-07,00:26:27,user0095
2020-03-07,00:32:03,user0095
2020-03-07,10:08:26,user0085
2020-03-07,12:22:32,user0040
2020-03-07,12:25:32,user0040
2020-03-07,13:34:32,user0040
2020-03-07,13:36:53,user0040
2020-03-07,14:19:22,user0040
2020-03-07,18:01:20,user0054
2020-03-07,18:24:10,user0121
2020-03-07,18:29:21,user0054
2020-03-07,18:32:44,user0121
2020-03-07,19:04:17,user0121
2020-03-07,19:29:21,user0054
2020-03-07,20:04:17,user0121
2020-03-07,21:04:17,user0121
2020-03-07,21:13:36,user0085
2020-03-07,21:21:53,user0085
2020-03-07,21:30:55,user0085
2020-03-07,22:04:17,user0121
2020-03-07,23:04:17,user0121
2020-03-08,08:45:53,user0000
2020-03-08,08:57:54,user0000
2020-03-08,09:05:40,user0000
2020-03-08,09:14:11,user0000
2020-03-08,10:36:16,user0000
2020-03-08,10:42:10,user0000
2020-03-08,10:49:42,user0000
2020-03-08,10:57:30,user0000
2020-03-08,11:04:15,user0000
2020-03-08,11:21:02,user0000
2020-03-08,11:28:18,user0000
2020-03-08,11:30:08,user0030
2020-03-08,12:30:09,user0030
2020-03-08,12:49:23,user0040
2020-03-08,13:30:10,user0030
2020-03-08,14:30:11,user0030
2020-03-08,15:18:43,user0085
2020-03-08,15:30:12,user0030
2020-03-08,16:30:16,user0030
2020-03-08,17:30:18,user0030
2020-03-08,17:51:06,user0085
2020-03-08,17:57:15,user0085
2020-03-08,18:03:31,user0085
2020-03-08,18:09:01,user0085
2020-03-08,18:12:46,user0085
2020-03-08,18:17:32,user0085
2020-03-08,18:22:46,user0085
2020-03-08,18:30:19,user0030
2020-03-08,18:31:16,user0085
2020-03-08,18:38:17,user0085
2020-03-08,18:45:49,user0085
2020-03-08,18:55:20,user0085
2020-03-08,19:00:20,user0085
2020-03-08,19:06:05,user0085
2020-03-08,19:14:06,user0085
2020-03-08,19:21:06,user0085
2020-03-08,19:23:19,user0121
2020-03-08,19:28:07,user0085
2020-03-08,19:30:20,user0030
2020-03-08,19:31:37,user0121
2020-03-08,19:32:52,user0121
2020-03-08,19:34:08,user0085
2020-03-08,19:39:23,user0085
2020-03-08,19:44:53,user0085
2020-03-08,19:58:40,user0121
2020-03-08,20:21:37,user0121
2020-03-08,20:23:37,user0121
2020-03-08,20:25:22,user0121
2020-03-08,20:27:22,user0121
2020-03-08,20:29:37,user0121
2020-03-08,20:30:21,user0030
2020-03-08,20:31:52,user0121
2020-03-08,20:34:07,user0121
2020-03-08,20:36:22,user0121
2020-03-08,20:38:37,user0121
2020-03-08,20:40:32,user0000
2020-03-08,20:40:37,user0121
2020-03-08,20:42:52,user0121
2020-03-08,20:44:02,user0000
2020-03-08,20:45:07,user0121
2020-03-08,21:30:23,user0030
2020-03-08,21:33:41,user0000
2020-03-08,21:45:07,user0121
2020-03-08,21:47:37,user0000
2020-03-08,22:09:16,user0000
2020-03-08,22:18:05,user0000
2020-03-08,22:24:45,user0030
2020-03-08,22:26:22,user0000
2020-03-08,22:32:19,user0049
2020-03-08,22:32:42,user0000
2020-03-08,23:04:16,user0049
2020-03-08,23:24:52,user0030
2020-03-08,23:26:44,user0049
2020-03-09,00:24:53,user0030
2020-03-09,00:26:44,user0049
2020-03-09,01:24:55,user0030
2020-03-09,06:15:39,user0085
2020-03-09,06:25:24,user0085
2020-03-09,07:31:51,user0049
2020-03-09,08:04:44,user0000
2020-03-09,08:31:51,user0049
2020-03-09,08:33:46,user0000
2020-03-09,09:34:53,user0106
2020-03-09,09:36:26,user0106
2020-03-09,09:54:38,user0049
2020-03-09,10:15:49,user0000
2020-03-09,10:36:27,user0106
2020-03-09,10:42:19,user0054
2020-03-09,10:54:39,user0049
2020-03-09,11:01:47,user0000
2020-03-09,11:36:27,user0106
2020-03-09,11:42:19,user0054
2020-03-09,12:36:29,user0106
2020-03-09,13:06:52,user0000
2020-03-09,13:36:29,user0106
2020-03-09,13:51:33,user0050
2020-03-09,14:03:49,user0050
2020-03-09,14:05:56,user0050
2020-03-09,14:08:52,user0000
2020-03-09,14:09:07,user0050
2020-03-09,14:10:53,user0000
2020-03-09,14:19:07,user0054
2020-03-09,14:32:12,user0000
2020-03-09,14:36:29,user0106
2020-03-09,14:46:22,user0000
2020-03-09,14:47:30,user0050
2020-03-09,15:24:16,user0000
2020-03-09,15:33:54,user0000
2020-03-09,15:35:54,user0000
2020-03-09,15:36:29,user0106
2020-03-09,15:41:21,user0050
2020-03-09,16:21:13,user0000
2020-03-09,16:26:29,user0054
2020-03-09,16:36:29,user0106
2020-03-09,16:41:21,user0050
2020-03-09,16:53:18,user0054
2020-03-09,16:56:04,user0000
2020-03-09,17:36:29,user0106
2020-03-09,17:41:22,user0050
2020-03-09,17:59:32,user0121
2020-03-09,18:03:02,user0121
2020-03-09,18:29:59,user0030
2020-03-09,18:36:29,user0106
2020-03-09,18:52:56,user0085
2020-03-09,19:03:03,user0121
2020-03-09,19:30:00,user0030
2020-03-09,19:36:08,user0000
2020-03-09,19:36:29,user0106
2020-03-09,19:40:37,user0000
2020-03-09,19:45:08,user0000
2020-03-09,19:53:08,user0000
2020-03-09,19:59:42,user0000
2020-03-09,20:00:47,user0050
2020-03-09,20:03:03,user0121
2020-03-09,20:11:30,user0000
2020-03-09,20:16:37,user0085
2020-03-09,20:20:37,user0085
2020-03-09,20:22:14,user0000
2020-03-09,20:23:23,user0085
2020-03-09,20:26:50,user0050
2020-03-09,20:27:54,user0085
2020-03-09,20:30:01,user0030
2020-03-09,20:32:55,user0085
2020-03-09,20:36:29,user0106
2020-03-09,20:51:34,user0030
2020-03-09,20:54:48,user0030
2020-03-09,20:56:29,user0050
2020-03-09,20:57:49,user0030
2020-03-09,21:00:05,user0030
2020-03-09,21:03:04,user0121
2020-03-09,21:08:02,user0050
2020-03-09,21:18:36,user0015
2020-03-09,22:03:04,user0121
2020-03-09,22:07:43,user0054
2020-03-09,22:08:03,user0050
2020-03-09,22:12:44,user0054
2020-03-09,23:08:04,user0050
2020-03-10,00:08:05,user0050
2020-03-10,00:39:30,user0000
2020-03-10,01:08:05,user0050
2020-03-10,02:08:05,user0050
2020-03-10,03:08:06,user0050
2020-03-10,04:08:07,user0050
2020-03-10,05:08:08,user0050
2020-03-10,06:08:08,user0050
2020-03-10,07:08:09,user0050
2020-03-10,08:08:09,user0050
2020-03-10,09:08:09,user0050
2020-03-10,10:08:09,user0050
2020-03-10,10:41:04,user0093
2020-03-10,11:08:09,user0050
2020-03-10,12:08:09,user0050
2020-03-10,13:08:09,user0050
2020-03-10,13:11:33,user0119
2020-03-10,13:23:24,user0119
2020-03-10,13:56:18,user0093
2020-03-10,14:02:27,user0093
2020-03-10,14:08:15,user0050
2020-03-10,15:08:15,user0050
2020-03-10,16:01:18,user0049
2020-03-10,16:04:19,user0093
2020-03-10,16:08:17,user0050
2020-03-10,17:01:18,user0049
2020-03-10,17:08:19,user0050
2020-03-10,18:01:24,user0049
2020-03-10,18:08:20,user0050
2020-03-10,18:13:18,user0093
2020-03-10,18:55:32,user0093
2020-03-10,19:08:21,user0050
2020-03-10,19:21:16,user0030
2020-03-10,20:08:22,user0050
2020-03-10,20:21:17,user0030
2020-03-10,20:30:46,user0050
2020-03-10,21:16:58,user0054
2020-03-10,21:30:47,user0050
2020-03-10,21:34:20,user0049
2020-03-10,22:16:58,user0054
2020-03-10,22:30:47,user0050
2020-03-10,23:16:58,user0054
2020-03-10,23:28:18,user0049
2020-03-10,23:30:48,user0050
2020-03-11,00:30:48,user0050
2020-03-11,01:30:50,user0050
2020-03-11,02:30:51,user0050
2020-03-11,03:30:53,user0050
2020-03-11,04:30:54,user0050
2020-03-11,05:30:54,user0050
2020-03-11,05:55:05,user0030
2020-03-11,06:30:55,user0050
2020-03-11,06:55:06,user0030
2020-03-11,07:30:56,user0050
2020-03-11,07:55:07,user0030
2020-03-11,08:30:58,user0050
2020-03-11,08:31:22,user0108
2020-03-11,08:31:46,user0054
2020-03-11,08:55:08,user0030
2020-03-11,09:31:16,user0050
2020-03-11,09:55:09,user0030
2020-03-11,10:31:24,user0050
2020-03-11,10:55:12,user0030
2020-03-11,11:04:09,user0049
2020-03-11,11:32:04,user0050
2020-03-11,11:55:14,user0030
2020-03-11,12:04:10,user0049
2020-03-11,12:32:49,user0050
2020-03-11,12:55:15,user0030
2020-03-11,13:04:11,user0049
2020-03-11,13:32:50,user0050
2020-03-11,13:55:16,user0030
2020-03-11,13:58:19,user0085
2020-03-11,14:03:58,user0085
2020-03-11,14:06:28,user0085
2020-03-11,14:08:48,user0085
2020-03-11,14:10:58,user0085
2020-03-11,14:12:58,user0085
2020-03-11,14:33:09,user0050
2020-03-11,14:55:17,user0030
2020-03-11,15:33:18,user0050
2020-03-11,15:33:53,user0083
2020-03-11,15:55:18,user0030
2020-03-11,16:02:56,user0049
2020-03-11,16:33:24,user0050
2020-03-11,16:55:19,user0030
2020-03-11,17:02:58,user0049
2020-03-11,17:33:29,user0050
2020-03-11,17:42:38,user0119
2020-03-11,17:42:42,user0050
2020-03-11,17:55:20,user0030
2020-03-11,18:02:59,user0049
2020-03-11,18:07:47,user0121
2020-03-11,18:55:21,user0030
2020-03-11,19:02:59,user0049
2020-03-11,19:07:47,user0121
2020-03-11,20:03:00,user0049
2020-03-11,20:07:47,user0121
2020-03-11,20:19:03,user0050
2020-03-11,20:34:09,user0085
2020-03-11,20:49:17,user0085
2020-03-11,21:03:00,user0049
2020-03-11,21:07:47,user0121
2020-03-11,21:10:20,user0085
2020-03-11,21:12:22,user0085
2020-03-11,21:19:07,user0050
2020-03-11,21:51:59,user0049
2020-03-11,22:07:47,user0121
2020-03-11,22:12:11,user0015
2020-03-11,22:13:23,user0050
2020-03-11,22:45:47,user0037
2020-03-11,22:51:43,user0037
2020-03-11,22:52:27,user0037
2020-03-11,22:55:42,user0054
2020-03-11,22:58:22,user0037
2020-03-11,23:02:06,user0037
2020-03-11,23:55:42,user0054
2020-03-12,07:48:25,user0049
2020-03-12,08:39:53,user0037
2020-03-12,09:28:25,user0049
2020-03-12,11:31:36,user0054
2020-03-12,11:59:10,user0050
2020-03-12,12:59:11,user0050
2020-03-12,13:38:11,user0030
2020-03-12,13:59:12,user0050
2020-03-12,14:11:21,user0049
2020-03-12,14:14:32,user0110
2020-03-12,14:38:12,user0030
2020-03-12,14:59:13,user0050
2020-03-12,15:38:13,user0030
2020-03-12,15:58:06,user0054
2020-03-12,15:59:13,user0050
2020-03-12,16:09:25,user0054
2020-03-12,16:16:59,user0054
2020-03-12,16:38:14,user0030
2020-03-12,16:38:55,user0049
2020-03-12,16:41:23,user0054
2020-03-12,16:51:34,user0050
2020-03-12,16:58:04,user0050
2020-03-12,17:07:46,user0054
2020-03-12,17:12:35,user0050
2020-03-12,17:21:55,user0050
2020-03-12,17:32:43,user0050
2020-03-12,17:38:16,user0030
2020-03-12,17:47:21,user0050
2020-03-12,17:48:00,user0121
2020-03-12,17:56:23,user0050
2020-03-12,18:09:26,user0054
2020-03-12,18:10:34,user0121
2020-03-12,18:30:29,user0121
2020-03-12,18:38:08,user0050
2020-03-12,18:38:17,user0030
2020-03-12,18:54:46,user0050
2020-03-12,19:05:02,user0050
2020-03-12,19:10:50,user0121
2020-03-12,19:13:16,user0050
2020-03-12,19:38:19,user0030
2020-03-12,20:07:31,user0121
2020-03-12,20:20:47,user0121
2020-03-12,20:38:20,user0030
2020-03-12,20:48:19,user0121
2020-03-12,20:48:22,user0054
2020-03-12,21:04:50,user0030
2020-03-12,21:06:49,user0030
2020-03-12,21:35:27,user0121
2020-03-12,21:48:23,user0054
2020-03-12,21:58:46,user0121
2020-03-12,22:05:01,user0121
2020-03-12,22:15:09,user0121
2020-03-12,22:48:23,user0054
2020-03-12,23:34:14,user0054
2020-03-13,00:34:15,user0054
2020-03-13,01:34:15,user0054
2020-03-13,08:04:11,user0113
2020-03-13,08:18:27,user0113
2020-03-13,08:18:38,user0054
2020-03-13,08:24:29,user0113
2020-03-13,08:40:45,user0110
2020-03-13,08:49:34,user0110
2020-03-13,09:44:51,user0113
2020-03-13,09:58:44,user0113
2020-03-13,10:04:15,user0054
2020-03-13,11:19:26,user0040
2020-03-13,11:28:33,user0050
2020-03-13,11:29:28,user0054
2020-03-13,11:53:17,user0049
2020-03-13,12:19:26,user0040
2020-03-13,12:29:28,user0054
2020-03-13,12:33:48,user0049
2020-03-13,12:36:49,user0049
2020-03-13,12:36:55,user0049
2020-03-13,12:37:55,user0049
2020-03-13,12:41:03,user0049
2020-03-13,12:43:06,user0049
2020-03-13,12:45:15,user0049
2020-03-13,12:47:20,user0049
2020-03-13,12:49:27,user0049
2020-03-13,13:04:21,user0049
2020-03-13,13:26:16,user0050
2020-03-13,13:43:42,user0110
2020-03-13,14:01:14,user0049
2020-03-13,14:11:10,user0110
2020-03-13,14:26:17,user0050
2020-03-13,15:01:24,user0049
2020-03-13,15:24:23,user0050
2020-03-13,15:27:27,user0050
2020-03-13,15:32:09,user0049
2020-03-13,16:17:59,user0049
2020-03-13,16:22:23,user0049
2020-03-13,16:24:21,user0049
2020-03-13,16:26:13,user0049
2020-03-13,16:26:26,user0049
2020-03-13,16:27:27,user0050
2020-03-13,16:27:35,user0049
2020-03-13,16:28:25,user0049
2020-03-13,16:29:40,user0049
2020-03-13,16:30:25,user0049
2020-03-13,16:31:41,user0049
2020-03-13,16:32:29,user0049
2020-03-13,16:34:29,user0049
2020-03-13,16:36:00,user0049
2020-03-13,16:38:04,user0049
2020-03-13,16:39:15,user0049
2020-03-13,16:41:25,user0049
2020-03-13,17:27:29,user0050
2020-03-13,17:40:59,user0049
2020-03-13,17:42:40,user0049
2020-03-13,17:44:42,user0049
2020-03-13,17:46:43,user0049
2020-03-13,17:48:53,user0049
2020-03-13,17:50:50,user0049
2020-03-13,17:52:58,user0049
2020-03-13,17:54:58,user0049
2020-03-13,17:57:05,user0049
2020-03-13,17:57:45,user0049
2020-03-13,17:59:51,user0049
2020-03-13,18:02:49,user0121
2020-03-13,18:23:10,user0049
2020-03-13,18:32:42,user0121
2020-03-13,18:52:33,user0049
2020-03-13,18:52:57,user0106
2020-03-13,19:04:54,user0050
2020-03-13,19:32:42,user0121
2020-03-13,19:52:33,user0049
2020-03-13,19:52:57,user0106
2020-03-13,20:23:40,user0049
2020-03-13,20:32:42,user0121
2020-03-13,20:52:58,user0106
2020-03-13,21:23:40,user0049
2020-03-13,21:32:42,user0121
2020-03-13,21:43:01,user0106
2020-03-13,22:23:41,user0049
2020-03-13,22:32:42,user0121
2020-03-13,22:49:36,user0049
2020-03-13,22:53:50,user0121
2020-03-13,22:57:05,user0121
2020-03-13,23:00:21,user0121
2020-03-13,23:04:50,user0121
2020-03-13,23:07:05,user0121
2020-03-13,23:09:19,user0049
2020-03-13,23:10:20,user0121
2020-03-13,23:13:35,user0121
2020-03-13,23:16:50,user0121
2020-03-13,23:18:56,user0050
2020-03-13,23:20:05,user0121
2020-03-13,23:23:20,user0121
2020-03-13,23:27:37,user0121
2020-03-13,23:49:17,user0049
2020-03-13,23:54:51,user0050
2020-03-14,00:49:22,user0049
2020-03-14,00:54:52,user0050
2020-03-14,01:54:53,user0050
2020-03-14,02:54:54,user0050
2020-03-14,03:54:55,user0050
2020-03-14,04:54:55,user0050
2020-03-14,05:54:56,user0050
2020-03-14,06:54:57,user0050
2020-03-14,07:12:06,user0106
2020-03-14,07:54:58,user0050
2020-03-14,08:12:06,user0106
2020-03-14,08:40:19,user0000
2020-03-14,08:49:36,user0000
2020-03-14,08:54:59,user0050
2020-03-14,09:04:55,user0000
2020-03-14,09:08:57,user0000
2020-03-14,09:12:07,user0106
2020-03-14,09:13:11,user0000
2020-03-14,09:44:44,user0000
2020-03-14,09:54:59,user0050
2020-03-14,10:05:31,user0000
2020-03-14,10:12:07,user0106
2020-03-14,10:13:38,user0106
2020-03-14,10:21:38,user0050
2020-03-14,11:05:37,user0050
2020-03-14,11:06:22,user0054
2020-03-14,11:07:21,user0054
2020-03-14,11:09:22,user0054
2020-03-14,11:13:38,user0106
2020-03-14,11:14:08,user0121
2020-03-14,11:21:10,user0054
2020-03-14,11:21:16,user0049
2020-03-14,11:41:35,user0050
2020-03-14,11:44:32,user0054
2020-03-14,11:45:00,user0106
2020-03-14,11:55:23,user0049
2020-03-14,12:12:04,user0054
2020-03-14,12:14:09,user0121
2020-03-14,12:26:26,user0054
2020-03-14,12:41:35,user0050
2020-03-14,12:45:00,user0106
2020-03-14,12:46:27,user0049
2020-03-14,13:14:09,user0121
2020-03-14,13:18:50,user0000
2020-03-14,13:26:26,user0054
2020-03-14,13:35:32,user0106
2020-03-14,13:41:41,user0050
2020-03-14,13:46:27,user0049
2020-03-14,13:48:03,user0000
2020-03-14,13:49:13,user0049
2020-03-14,14:14:09,user0121
2020-03-14,14:23:00,user0049
2020-03-14,14:48:03,user0000
2020-03-14,15:14:09,user0121
2020-03-14,15:15:08,user0054
2020-03-14,15:48:03,user0000
2020-03-14,16:00:30,user0000
2020-03-14,16:14:09,user0121
2020-03-14,16:15:27,user0050
2020-03-14,16:45:41,user0050
2020-03-14,17:14:09,user0121
2020-03-14,17:14:29,user0106
2020-03-14,17:45:41,user0050
2020-03-14,18:09:05,user0000
2020-03-14,18:12:34,user0000
2020-03-14,18:14:09,user0121
2020-03-14,18:22:19,user0000
2020-03-14,18:29:49,user0000
2020-03-14,18:45:41,user0050
2020-03-14,19:14:09,user0121
2020-03-14,19:45:43,user0050
2020-03-14,20:14:09,user0121
2020-03-14,20:15:14,user0106
2020-03-14,20:19:27,user0106
2020-03-14,20:38:26,user0000
2020-03-14,20:44:50,user0000
2020-03-14,20:45:43,user0050
2020-03-14,20:50:50,user0000
2020-03-14,21:01:54,user0000
2020-03-14,21:10:41,user0000
2020-03-14,21:14:14,user0121
2020-03-14,21:19:28,user0106
2020-03-14,21:21:05,user0000
2020-03-14,21:31:25,user0000
2020-03-14,21:40:42,user0000
2020-03-14,21:45:44,user0050
2020-03-14,21:46:42,user0000
2020-03-14,21:52:42,user0000
2020-03-14,21:56:32,user0000
2020-03-14,21:58:59,user0000
2020-03-14,22:01:15,user0054
2020-03-14,22:02:57,user0000
2020-03-14,22:08:03,user0000
2020-03-14,22:11:15,user0000
2020-03-14,22:14:15,user0121
2020-03-14,22:16:14,user0000
2020-03-14,22:24:17,user0000
2020-03-14,22:45:44,user0050
2020-03-14,22:58:03,user0000
2020-03-14,23:07:05,user0000
2020-03-14,23:14:15,user0121
2020-03-14,23:14:21,user0050
2020-03-15,03:23:19,user0000
2020-03-15,05:27:41,user0000
2020-03-15,07:38:21,user0106
2020-03-15,08:10:40,user0000
2020-03-15,08:13:25,user0000
2020-03-15,08:19:39,user0000
2020-03-15,08:24:59,user0000
2020-03-15,08:28:23,user0000
2020-03-15,08:35:40,user0000
2020-03-15,08:38:21,user0106
2020-03-15,08:40:11,user0000
2020-03-15,08:46:59,user0000
2020-03-15,08:54:16,user0000
2020-03-15,09:16:25,user0050
2020-03-15,09:40:10,user0106
2020-03-15,09:40:38,user0106
2020-03-15,10:14:51,user0049
2020-03-15,10:16:26,user0050
2020-03-15,10:25:36,user0049
2020-03-15,10:40:39,user0106
2020-03-15,10:49:55,user0030
2020-03-15,11:16:26,user0050
2020-03-15,11:29:50,user0049
2020-03-15,11:49:56,user0030
2020-03-15,12:08:49,user0050
2020-03-15,12:09:53,user0000
2020-03-15,12:19:10,user0000
2020-03-15,12:27:12,user0000
2020-03-15,12:31:21,user0049
2020-03-15,12:35:59,user0000
2020-03-15,12:49:57,user0030
2020-03-15,13:19:42,user0000
2020-03-15,13:31:21,user0049
2020-03-15,13:35:22,user0000
2020-03-15,13:45:22,user0000
2020-03-15,13:49:58,user0030
2020-03-15,14:03:56,user0000
2020-03-15,14:15:27,user0000
2020-03-15,14:16:06,user0049
2020-03-15,14:24:15,user0000
2020-03-15,14:26:43,user0050
2020-03-15,14:49:59,user0030
2020-03-15,14:58:13,user0050
2020-03-15,15:35:04,user0049
2020-03-15,15:48:32,user0000
2020-03-15,15:50:01,user0030
2020-03-15,15:50:16,user0000
2020-03-15,15:52:31,user0000
2020-03-15,15:55:17,user0000
2020-03-15,15:57:02,user0000
2020-03-15,15:58:15,user0050
2020-03-15,16:00:47,user0000
2020-03-15,16:03:03,user0000
2020-03-15,16:05:32,user0000
2020-03-15,16:38:56,user0000
2020-03-15,16:44:14,user0000
2020-03-15,16:58:15,user0050
2020-03-15,16:58:16,user0050
2020-03-15,17:02:17,user0000
2020-03-15,17:07:04,user0000
2020-03-15,17:58:50,user0050
2020-03-15,18:37:35,user0106
2020-03-15,18:53:23,user0050
2020-03-15,18:55:38,user0050
2020-03-15,19:03:44,user0050
2020-03-15,19:29:26,user0106
2020-03-15,19:45:10,user0049
2020-03-15,20:03:44,user0050
2020-03-15,20:18:36,user0050
2020-03-15,20:34:07,user0050
2020-03-15,20:39:00,user0000
2020-03-15,20:45:10,user0049
2020-03-15,21:01:14,user0050
2020-03-15,21:45:15,user0049
2020-03-15,22:40:19,user0000
2020-03-15,22:45:15,user0049
2020-03-15,22:50:08,user0000
2020-03-15,23:45:15,user0049
2020-03-16,07:35:21,user0106
2020-03-16,07:36:36,user0106
2020-03-16,07:46:53,user0000
2020-03-16,08:24:47,user0000
2020-03-16,08:47:30,user0050
2020-03-16,08:52:42,user0000
2020-03-16,08:54:46,user0000
2020-03-16,08:56:46,user0000
2020-03-16,08:58:52,user0000
2020-03-16,09:00:51,user0000
2020-03-16,09:02:52,user0000
2020-03-16,09:11:57,user0000
2020-03-16,09:13:53,user0000
2020-03-16,09:15:55,user0000
2020-03-16,09:16:06,user0000
2020-03-16,09:17:57,user0000
2020-03-16,09:19:54,user0000
2020-03-16,09:21:12,user0000
2020-03-16,09:21:56,user0000
2020-03-16,09:22:45,user0000
2020-03-16,09:24:48,user0000
2020-03-16,09:28:00,user0121
2020-03-16,09:47:31,user0050
2020-03-16,10:01:08,user0121
2020-03-16,10:02:59,user0049
2020-03-16,10:07:17,user0054
2020-03-16,10:47:31,user0050
2020-03-16,10:53:31,user0000
2020-03-16,10:57:16,user0000
2020-03-16,11:01:09,user0121
2020-03-16,11:02:36,user0054
2020-03-16,11:02:59,user0049
2020-03-16,11:41:21,user0054
2020-03-16,11:47:31,user0050
2020-03-16,12:01:10,user0121
2020-03-16,12:02:59,user0049
2020-03-16,12:07:36,user0054
2020-03-16,12:25:41,user0010
2020-03-16,12:53:02,user0050
2020-03-16,13:01:10,user0121
2020-03-16,13:02:59,user0049
2020-03-16,13:15:57,user0110
2020-03-16,13:25:41,user0010
2020-03-16,13:28:43,user0050
2020-03-16,14:01:10,user0121
2020-03-16,14:02:59,user0049
2020-03-16,14:25:42,user0010
2020-03-16,14:28:43,user0050
2020-03-16,14:57:43,user0050
2020-03-16,15:01:11,user0121
2020-03-16,15:03:00,user0049
2020-03-16,15:32:20,user0050
2020-03-16,15:50:57,user0106
2020-03-16,16:01:11,user0121
2020-03-16,16:02:27,user0050
2020-03-16,16:03:00,user0049
2020-03-16,16:05:15,user0085
2020-03-16,16:38:25,user0050
2020-03-16,16:50:58,user0106
2020-03-16,17:01:11,user0121
2020-03-16,17:03:00,user0049
2020-03-16,17:03:14,user0050
2020-03-16,17:07:14,user0050
2020-03-16,17:10:44,user0050
2020-03-16,17:13:29,user0050
2020-03-16,17:16:29,user0050
2020-03-16,17:19:29,user0050
2020-03-16,17:22:29,user0050
2020-03-16,17:26:58,user0050
2020-03-16,17:33:29,user0050
2020-03-16,17:39:45,user0050
2020-03-16,17:46:15,user0050
2020-03-16,17:50:36,user0000
2020-03-16,17:53:01,user0050
2020-03-16,17:59:17,user0050
2020-03-16,18:01:11,user0121
2020-03-16,18:03:01,user0049
2020-03-16,18:06:32,user0050
2020-03-16,18:13:17,user0050
2020-03-16,18:14:56,user0042
2020-03-16,18:36:13,user0049
2020-03-16,18:39:54,user0000
2020-03-16,19:01:11,user0121
2020-03-16,19:13:17,user0050
2020-03-16,19:14:57,user0042
2020-03-16,19:29:59,user0042
2020-03-16,19:36:13,user0049
2020-03-16,19:39:54,user0000
2020-03-16,19:42:29,user0042
2020-03-16,19:44:45,user0042
2020-03-16,19:49:42,user0000
2020-03-16,20:01:11,user0121
2020-03-16,20:13:03,user0000
2020-03-16,20:13:18,user0050
2020-03-16,20:17:33,user0000
2020-03-16,20:24:48,user0000
2020-03-16,20:34:06,user0000
2020-03-16,20:36:13,user0049
2020-03-16,20:38:05,user0000
2020-03-16,20:43:20,user0000
2020-03-16,20:44:46,user0042
2020-03-16,21:01:11,user0121
2020-03-16,21:13:19,user0050
2020-03-16,21:36:15,user0049
2020-03-16,21:44:49,user0042
2020-03-16,22:13:20,user0050
2020-03-16,22:36:16,user0049
2020-03-16,22:37:46,user0050
2020-03-16,23:36:21,user0049
2020-03-17,00:15:02,user0049
2020-03-17,07:43:43,user0113
2020-03-17,07:53:39,user0030
2020-03-17,07:56:46,user0113
2020-03-17,08:09:22,user0113
2020-03-17,08:37:42,user0113
2020-03-17,08:53:40,user0030
2020-03-17,09:37:42,user0113
2020-03-17,09:48:56,user0030
2020-03-17,09:53:11,user0030
2020-03-17,10:28:11,user0049
2020-03-17,10:53:12,user0030
2020-03-17,11:53:13,user0030
2020-03-17,11:56:17,user0049
2020-03-17,12:03:23,user0113
2020-03-17,12:10:17,user0113
2020-03-17,12:13:25,user0042
2020-03-17,12:36:22,user0113
2020-03-17,12:53:14,user0030
2020-03-17,12:56:17,user0049
2020-03-17,13:04:47,user0042
2020-03-17,13:07:49,user0042
2020-03-17,13:09:43,user0030
2020-03-17,13:11:32,user0042
2020-03-17,13:15:47,user0042
2020-03-17,13:20:02,user0042
2020-03-17,13:24:32,user0042
2020-03-17,13:29:02,user0042
2020-03-17,13:30:27,user0000
2020-03-17,13:33:32,user0042
2020-03-17,13:38:02,user0042
2020-03-17,13:40:14,user0000
2020-03-17,13:42:32,user0042
2020-03-17,13:47:17,user0042
2020-03-17,13:48:23,user0113
2020-03-17,13:51:02,user0042
2020-03-17,13:54:32,user0042
2020-03-17,13:56:18,user0049
2020-03-17,13:57:32,user0042
2020-03-17,14:00:17,user0042
2020-03-17,14:03:17,user0042
2020-03-17,14:03:36,user0030
2020-03-17,14:06:02,user0042
2020-03-17,14:08:47,user0042
2020-03-17,14:11:32,user0042
2020-03-17,14:14:36,user0042
2020-03-17,14:17:17,user0042
2020-03-17,14:20:18,user0042
2020-03-17,14:40:14,user0000
2020-03-17,14:56:18,user0049
2020-03-17,15:03:37,user0030
2020-03-17,15:16:45,user0113
2020-03-17,15:31:49,user0054
2020-03-17,15:33:56,user0113
2020-03-17,15:40:15,user0000
2020-03-17,15:56:19,user0049
2020-03-17,15:56:42,user0054
2020-03-17,16:03:05,user0113
2020-03-17,16:03:38,user0030
2020-03-17,16:24:33,user0068
2020-03-17,16:40:15,user0000
2020-03-17,16:56:19,user0049
2020-03-17,17:03:39,user0030
2020-03-17,17:40:15,user0000
2020-03-17,17:56:20,user0049
2020-03-17,18:03:40,user0030
2020-03-17,18:20:59,user0121
2020-03-17,18:28:06,user0093
2020-03-17,18:35:23,user0042
2020-03-17,18:35:29,user0121
2020-03-17,18:40:16,user0000
2020-03-17,18:42:30,user0121
2020-03-17,18:54:03,user0054
2020-03-17,18:56:20,user0049
2020-03-17,19:03:42,user0030
2020-03-17,19:28:06,user0093
2020-03-17,19:30:42,user0000
2020-03-17,19:35:26,user0042
2020-03-17,19:42:30,user0121
2020-03-17,20:30:42,user0000
2020-03-17,20:35:27,user0042
